epoch_index,train_serial,train_loss,train_elapsed_time,train_map,train_map_50,train_map_75,val_loss,val_elapsed_time,val_map,val_map_50,val_map_75
0,20231018_042240,0.1753330170380565,749.2854788303375,0.8453896,0.84661543,0.8465851,0.04969773160678054,109.75119018554688,0.99721193,0.99756694,0.99756694
1,20231018_042240,0.031600245489106234,728.2922060489655,0.9988656,0.9989891,0.9989891,0.02040125293627618,106.3235251903534,0.9994161,0.99965495,0.99965495
2,20231018_042240,0.01638995862834742,722.1374599933624,0.99997115,1.0,1.0,0.01650870032608509,105.08884763717651,0.99969226,1.0,1.0
3,20231018_042240,0.013458199823497857,720.34277176857,0.9999877,1.0,1.0,0.014086898578892625,105.14131426811218,0.9998196,1.0,1.0
4,20231018_042240,0.012466724910406781,719.5823023319244,0.99999446,1.0,1.0,0.01608763713507898,104.8966236114502,0.9996712,1.0,1.0
5,20231018_042240,0.01062211529256738,718.9922232627869,0.9999906,1.0,1.0,0.013297120360509744,104.53711819648743,0.999843,1.0,1.0
6,20231018_042240,0.009643808513629976,717.0234808921814,1.0,1.0,1.0,0.012871502839501888,104.91591048240662,0.999813,1.0,1.0
7,20231018_042240,0.009186010430336173,716.7426767349243,1.0,1.0,1.0,0.013414459273455635,104.93430972099304,0.999746,1.0,1.0
8,20231018_042240,0.009085504832316418,716.7490673065186,1.0,1.0,1.0,0.012485292769731983,104.76309061050415,0.9997648,1.0,1.0
9,20231018_042240,0.00836659608267617,716.7208859920502,1.0,1.0,1.0,0.01332977499871973,104.84011960029602,0.9998836,1.0,1.0
10,20231018_042240,0.007483580027525001,716.4363522529602,1.0,1.0,1.0,0.012806850795944532,104.65145874023438,0.99957675,1.0,1.0
11,20231018_042240,0.007030874675373294,716.2911152839661,1.0,1.0,1.0,0.01227605070859667,105.08321642875671,0.9999345,1.0,1.0
12,20231018_042240,0.006947379866099045,716.5173065662384,1.0,1.0,1.0,0.011632779465308265,104.5951087474823,0.9997355,1.0,1.0
13,20231018_042240,0.006768978084098146,716.4773645401001,1.0,1.0,1.0,0.011574282650909727,104.9578492641449,0.9997648,1.0,1.0
14,20231018_042240,0.006884832023412163,716.0796844959259,1.0,1.0,1.0,0.011725339979406387,104.40391564369202,0.999724,1.0,1.0
15,20231018_042240,0.006147644944141453,715.9790558815002,1.0,1.0,1.0,0.011939997223043253,105.10373401641846,0.99992853,1.0,1.0
16,20231018_042240,0.0058497395298549625,716.3440847396851,1.0,1.0,1.0,0.012447789488803773,104.4502182006836,0.9997558,1.0,1.0
17,20231018_042240,0.005581080470961836,715.98206615448,1.0,1.0,1.0,0.012189377542762529,104.72354984283447,0.999746,1.0,1.0
18,20231018_042240,0.01536778661452299,721.4799809455872,0.99994653,0.99994653,0.99994653,0.014044699628674795,105.15232610702515,0.9997459,0.9997774,0.9997774
19,20231018_042240,0.009618651921488888,720.8406314849854,0.9999969,1.0,1.0,0.011743527068386949,105.48595309257507,0.9998095,1.0,1.0
20,20231018_042240,0.006946998086293654,718.8214049339294,1.0,1.0,1.0,0.01102283007154862,104.9446976184845,0.99986905,1.0,1.0
21,20231018_042240,0.006217433785905643,718.7439787387848,1.0,1.0,1.0,0.01098618915097581,105.04682660102844,0.99991095,1.0,1.0
22,20231018_042240,0.00570783460833154,717.488275051117,1.0,1.0,1.0,0.010956804475022687,104.72867918014526,0.9998743,1.0,1.0
23,20231018_042240,0.005243054957674822,716.5590302944183,1.0,1.0,1.0,0.01084380695921561,104.92549705505371,0.9997811,1.0,1.0
24,20231018_042240,0.0049996610225854395,717.7737250328064,1.0,1.0,1.0,0.010920922759742964,104.53162717819214,0.9998571,1.0,1.0
25,20231018_042240,0.004398840720529068,717.8322489261627,1.0,1.0,1.0,0.010735938739445474,104.55193042755127,0.9999071,1.0,1.0
26,20231018_042240,0.004104006485660552,717.742161989212,1.0,1.0,1.0,0.010728770364371558,104.5798864364624,0.999746,1.0,1.0
27,20231018_042240,0.0040798876869000775,717.3708148002625,1.0,1.0,1.0,0.01059999872767736,104.53527927398682,0.9999071,1.0,1.0
28,20231018_042240,0.003985978500732919,717.0561792850494,1.0,1.0,1.0,0.010648792077388083,104.57404923439026,0.9997355,1.0,1.0
29,20231018_042240,0.0040454981249890155,717.4206426143646,1.0,1.0,1.0,0.0109656396661959,104.44184732437134,0.999746,1.0,1.0
