epoch_index,train_serial,train_loss,train_elapsed_time,train_map,train_map_50,train_map_75,val_loss,val_elapsed_time,val_map,val_map_50,val_map_75
0,20231030_062131,0.13200654061619768,1043.264330148697,0.9049506,0.9056254,0.90553653,0.02842107705771923,145.23747968673706,0.9996771,1.0,1.0
1,20231030_062131,0.01720067351763259,1027.677960395813,0.9999534,1.0,1.0,0.052209235340356826,145.78347849845886,0.99822766,0.9983275,0.9983275
2,20231030_062131,0.021865565075916468,1030.90287566185,0.99956053,0.9995955,0.9995955,0.015615126326680183,144.30713772773743,0.9998933,1.0,1.0
3,20231030_062131,0.012256434213087702,1026.2780938148499,1.0,1.0,1.0,0.014314462311565876,144.07567811012268,0.9999111,1.0,1.0
4,20231030_062131,0.012309631784840245,1026.5110697746277,1.0,1.0,1.0,0.012868073619902134,144.2679591178894,0.99981177,1.0,1.0
5,20231030_062131,0.01020419111192965,1025.6261916160583,0.9999976,1.0,1.0,0.01217923516780138,144.0732297897339,0.99990857,1.0,1.0
6,20231030_062131,0.009119450203591072,1025.0498082637787,1.0,1.0,1.0,0.011275282420217992,144.01578330993652,0.9998944,1.0,1.0
7,20231030_062131,0.008366623644258164,1024.4748277664185,1.0,1.0,1.0,0.01175207331776619,144.21860218048096,0.9998667,1.0,1.0
8,20231030_062131,0.007578889875327924,1024.6085057258606,1.0,1.0,1.0,0.010627870343625546,143.92797589302063,0.9998588,1.0,1.0
9,20231030_062131,0.007072122873461455,1024.969897031784,1.0,1.0,1.0,0.010657954655587673,143.9266722202301,0.9998588,1.0,1.0
10,20231030_062131,0.0064520257173524215,1025.6209571361542,1.0,1.0,1.0,0.010295240014791488,144.12127923965454,1.0,1.0,1.0
11,20231030_062131,0.005992690609692007,1025.0914933681488,1.0,1.0,1.0,0.010039677485823632,144.09272646903992,0.99993014,1.0,1.0
12,20231030_062131,0.005516338555153144,1024.507893562317,1.0,1.0,1.0,0.010473456919193267,143.95191526412964,0.9998588,1.0,1.0
13,20231030_062131,0.005173613270133755,1024.9926269054413,1.0,1.0,1.0,0.009584890261292457,144.01157402992249,0.9998667,1.0,1.0
14,20231030_062131,0.004784589888576864,1025.0968244075775,1.0,1.0,1.0,0.009472784366458655,144.06234550476074,0.99983996,1.0,1.0
15,20231030_062131,0.0044058635342138506,1025.195656299591,1.0,1.0,1.0,0.009302984036505223,144.2998435497284,0.99994224,1.0,1.0
16,20231030_062131,0.004086569685396621,1024.3274490833282,1.0,1.0,1.0,0.010156347282230855,144.04571723937988,0.99987364,1.0,1.0
17,20231030_062131,0.0038601346293589203,1025.4284682273865,1.0,1.0,1.0,0.00922858416289091,144.12704014778137,0.99986666,1.0,1.0
18,20231030_062131,0.0035566176639451664,1025.3217115402222,1.0,1.0,1.0,0.009193917695432902,143.96532773971558,0.9999258,1.0,1.0
19,20231030_062131,0.0033799663471850857,1025.8948991298676,1.0,1.0,1.0,0.009068751748651266,143.96517968177795,0.99987364,1.0,1.0
20,20231030_062131,0.00315339288351183,1026.3738610744476,1.0,1.0,1.0,0.00915636557340622,144.1521282196045,0.9998286,1.0,1.0
21,20231030_062131,0.002990231195223075,1025.3845670223236,1.0,1.0,1.0,0.009141235589981079,143.86880707740784,0.99994224,1.0,1.0
22,20231030_062131,0.00283395774654349,1024.3408036231995,1.0,1.0,1.0,0.008854382406920195,143.5593776702881,0.9998667,1.0,1.0
23,20231030_062131,0.002689803144745203,1023.7313506603241,1.0,1.0,1.0,0.008897036232054234,143.737651348114,0.99988,1.0,1.0
24,20231030_062131,0.002545731267742487,1023.3396084308624,1.0,1.0,1.0,0.008866468388587236,143.76141571998596,0.9998286,1.0,1.0
25,20231030_062131,0.0024495698289630757,1022.9740846157074,1.0,1.0,1.0,0.009000496696680784,143.61973476409912,0.9999208,1.0,1.0
26,20231030_062131,0.002388921786749969,1023.3870685100555,1.0,1.0,1.0,0.008892371606081724,143.65072894096375,0.9998588,1.0,1.0
27,20231030_062131,0.0022925663119692454,1023.05881524086,1.0,1.0,1.0,0.008929990775883198,143.734797000885,0.9999152,1.0,1.0
28,20231030_062131,0.002207337051009591,1046.7474856376648,1.0,1.0,1.0,0.008914098825305701,148.0224950313568,0.99985,1.0,1.0
29,20231030_062131,0.00213116338885859,1070.0742671489716,1.0,1.0,1.0,0.00891830015182495,151.59321689605713,0.9998588,1.0,1.0
